,AAPL,MSFT,GOOGL,AMZN,TSLA,META,NVDA,JPM,JNJ,PG
2022-04-14,138.284235267815,309.8642553504637,41.873686950926405,241.5833816002028,156.85254299747885,88.0331111180192,115.37423163823884,125.7837051612762,174.66678990130015,76.02833224802431
2022-04-15,134.93498999867836,304.99828114604594,42.80921586387351,235.61207632765783,156.56074013916796,90.11622823160873,113.77207041590133,127.23098487894731,170.27089897106794,76.68891879830947
2022-04-16,131.99695271763625,317.7571601169997,43.7175163529632,232.63980453107845,158.14132118843438,87.23348657343399,109.62790250788915,130.4093645796036,168.88382463475259,77.78224495161967
2022-04-17,132.04573631157288,311.6979423153361,43.46260254597839,229.6367504741961,158.85722719293554,87.71238580811381,106.84575641392476,133.1251390350203,168.34231515249087,76.8765305384412
2022-04-18,130.97415512236867,313.1908332077792,44.047125318617915,229.1004841680801,160.21686030706877,87.31904400957995,104.56295513122375,132.92483695876655,173.56409289029094,76.3557372211417
2022-04-19,129.20663679085712,317.467294928372,43.6562380825894,231.11275278023612,157.4607229922523,87.52157554194129,106.01168229114373,132.19916157452278,169.69968321523083,75.42991913852896
2022-04-20,129.10704808919715,320.6868676413572,44.11083289145517,233.36435713224094,155.40842000778756,88.38907402279656,106.59133162337882,133.36740216890715,164.70245624376736,75.54275133709592
2022-04-21,130.3952788488895,319.9840470752137,43.03271881679741,225.4192365353492,153.50153206801556,88.18817747130814,104.84480438339192,135.7278434344902,164.8785942343823,77.40058601284528
2022-04-22,129.9150627143561,319.24310001510275,41.897156848358456,229.56113934635343,152.5411018025718,88.02952484975913,103.4929517661924,137.67137758218644,168.77376449521074,76.43605647917849
2022-04-23,128.43890782994052,319.6085286335649,42.694263121823546,231.25732046178766,156.6667248065453,87.68115630447183,106.12708582190258,140.80107375163476,171.1187591278422,77.90899894704434
2022-04-24,127.27445364924793,318.865255720383,43.59740617088998,237.94748393609467,156.0590181069735,89.39186682273795,108.43718371798869,138.32239899336034,172.4779500667752,76.88010031809625
2022-04-25,128.08771172778896,325.0974851316618,44.263906057368544,240.868745834815,152.50725734537195,90.35964619573905,106.30265407328163,137.51793963328473,171.70561730905393,75.51369600908177
2022-04-26,128.2146949166378,340.2681470962137,44.43158379030776,246.5903783988455,153.88851634722332,90.90128870754234,108.62027188582,134.92133944270446,174.03640296702633,76.65354306523895
2022-04-27,130.2590877735049,338.23220726932124,42.345668669163075,249.6003397946613,158.24949670680303,88.69060529301109,108.73623822747979,133.69214590976136,177.23784012491146,78.22096889003687
2022-04-28,127.53649775724722,328.93271785603184,42.104629235885376,256.7501782835099,154.78535506953034,87.84772921735102,110.54115056688896,136.35173367149363,176.74038743017812,79.7519892617996
2022-04-29,125.35602455280872,327.6120265737509,42.48417908850469,260.2957769172992,160.63116098414258,89.38708740740597,110.41886336445869,136.98563502770182,173.42594670513463,77.84921474699989
2022-04-30,127.14274045066819,344.54716980857063,42.0893642453493,260.2756424704033,162.65194110770443,89.65580592926716,113.08061584942627,144.25985784041194,169.9196629036649,76.97692331026394
2022-05-01,125.34859825287514,340.9624240519682,41.471525801218995,272.2329551394205,166.30117415718686,90.91020297633433,110.787135557122,145.65605319102002,172.6473679208223,78.19618261533692
2022-05-02,128.70407869656762,351.9557051237042,42.62943100538271,278.4602399857655,171.6369501199801,94.29473176770827,110.0518202589055,146.04374171208062,167.67854638199427,78.42410612353962
2022-05-03,132.73007421509283,365.075982985563,42.71836746106352,282.4317435870916,175.61220855399245,96.65163401141308,112.71127493855843,146.46578264219883,172.90394075107469,76.80210892748607
2022-05-04,136.9077025425983,362.5774233772916,43.1372009884242,275.7663964910792,175.71851953361528,97.12161925471199,107.6465244467237,144.71299860148173,171.95189754389136,77.38566062433019
2022-05-05,134.9957379274179,366.63657450429963,43.868940877281425,268.1480361148279,180.0964586298524,96.22484521448067,107.11746442643555,144.4447800947819,173.0076854410409,76.3768353748295
2022-05-06,135.08231926779064,379.17094742915475,43.08665091496821,269.1111423158923,181.5522585236899,91.26980997826384,106.2752635001058,147.74829221854878,175.62844098886472,79.0566589842005
2022-05-07,133.82544403251129,377.7817375366887,43.19785347308546,270.12558194086756,185.74939072408537,90.53808779075415,107.70009426541738,148.49685227806887,173.58080761272083,81.81617242877152
2022-05-08,136.2386916117445,376.2940375528112,44.37071754613881,267.04466679172396,190.72920438723415,89.9204402879508,110.20293321441122,146.28981051879626,171.86863321401137,83.13116286737538
2022-05-09,141.202599996516,371.9563392341391,46.127778513554965,267.6265851063234,187.17458412086393,90.60609511613899,112.12372329445398,143.43892239790787,172.23866903044282,85.56918241181967
2022-05-10,144.2547402597446,364.1646438424267,46.3703499296804,276.32189303164074,189.89279381312525,90.44159143438637,112.91564893373216,141.93957935872862,169.4209968633773,85.97380188818167
2022-05-11,144.66506126133757,358.85500005324064,46.197249295823184,281.20093478032487,189.57270935949057,89.8908690361363,113.14346610166429,142.07186497887014,165.61093097062394,87.37359349371177
2022-05-12,143.72092730924078,349.7268631248599,46.4516659144424,275.4210012019593,190.15948469090313,86.68204325553133,112.4473561639267,145.54764310437642,162.08266965097138,90.1418131841946
2022-05-13,145.56473749433107,349.2505300474724,46.72682045535921,274.37836123022305,190.7967814207069,84.78638957338657,112.90661444979686,142.07439895789165,165.73803480602558,90.91507041651693
2022-05-14,142.2641210170606,343.99931570062387,48.0738382097668,269.99437344057884,191.28799581861787,85.45163343063241,116.305274857678,140.89761751840598,167.51370973351183,90.57450979946645
2022-05-15,143.53870291704314,345.26253334786014,47.278452563546075,267.6044406163509,197.26152979265083,88.49394778905446,114.7816647969236,141.2580216524975,165.1196093644265,87.49796259885149
2022-05-16,141.11320139328205,334.8181008032683,46.95922986880169,265.2876572953705,192.58521709798492,88.68064955452812,113.76565894480919,136.18427028448602,167.84837478213612,87.0990266950799
2022-05-17,142.69665733538767,336.18835555529796,45.90180082517377,262.6563589927117,185.59100679111998,89.32510942432216,113.55003168504578,133.49275186978016,165.7330646836094,88.53725166650526
2022-05-18,142.46882356753156,342.09849060803407,44.892250385152096,255.93378150058047,177.8337574586776,91.13629061966546,115.8584035928577,131.48046202420034,159.1421101953144,90.40219335746794
2022-05-19,141.41099953604615,329.2298641972664,45.15406694082419,254.75327388516376,180.9819716400451,89.88861197812756,116.66929175333362,129.2549155764438,160.80663010050824,91.54973108559862
2022-05-20,138.87228426413031,330.6190359261239,45.934345828041394,251.9068116586833,178.59329252421992,90.46994462736855,119.10412547662717,129.59680887126876,166.34972341699037,90.72060064155342
2022-05-21,137.70156663667964,339.0416635467685,45.44010158753211,236.99233772187543,178.91902627829197,89.23384684896274,121.87557761746577,129.27972677917694,168.86290985928588,87.0970300068666
2022-05-22,139.18590945065253,331.8725299933599,46.11561032397379,245.4384623879159,178.63061705403592,90.69997511431386,123.66320615715216,127.87699130066996,162.82843265239626,85.93005947278178
2022-05-23,142.31135049142165,342.4383288345825,47.232445772332916,251.78041406462825,175.5244631640975,91.168991857329,121.27488540639763,128.89670973265,162.25125415015208,85.33484355849149
2022-05-24,144.20045947281957,346.5695295176083,49.19806823367191,250.6619835353421,178.29611290431072,91.80591157979912,125.13028283977242,133.5059163105266,161.3838540232247,84.78432679073684
2022-05-25,148.39743956417144,342.27420571786206,49.49603784043229,250.77031269748835,178.21227952134302,90.47900791639597,129.12527610879837,138.42708081612986,162.5990163812015,85.82090011588774
2022-05-26,156.43965659312192,341.63936765682513,48.91744710104647,245.03021291073392,177.4456600645606,91.67290660456676,129.7661852883018,133.68327705271736,160.04744407814857,89.37698595182995
2022-05-27,156.3504168518403,345.5617503488567,47.903955748565764,252.90192380789443,178.28449078543673,95.66194217169475,126.30933634587876,134.8348930267279,158.80887097397942,90.01283142607915
2022-05-28,155.77592623607114,346.65656392689027,46.773053331412484,263.43739331974376,181.02796232186677,94.19765869847377,122.09390510597153,134.53838910597477,154.25494109994824,89.7317019021655
2022-05-29,151.3101004205855,350.6749864497581,47.85514060532321,265.4921277109974,177.92501485087334,93.46048047713191,122.36848521902407,134.99356010790825,154.57391900184516,89.28333431453018
2022-05-30,154.5553568517682,344.79968033149476,46.53967828164994,271.2667364165734,180.8152814811606,93.86699271736508,120.73974645185784,134.0314150892841,150.40797687548564,89.50547299590025
2022-05-31,158.98069527434703,345.5623043706498,47.56849034184027,272.94338021541864,186.4425242653192,95.43110597628973,116.49275070716872,134.31811345769066,151.39365697565546,88.08975837308272
2022-06-01,156.75820043072014,336.0409878176208,46.871221523835274,265.9515453902582,181.79818554264185,94.5698767326878,112.46154313439561,134.82073879322607,149.29600609392077,88.20623627611143
2022-06-02,158.55384236618653,334.5355805349424,46.183623294134605,263.2127470366696,182.44810493789055,89.17342946678203,111.07150375035376,133.377505708151,139.78378254121714,89.05729177509777
2022-06-03,162.67416538797772,328.5051966424162,45.99897638476794,263.7677964704876,181.49190367684722,91.13323700821759,111.42277608845832,130.91031075444263,141.18214843035233,89.5612285683923
2022-06-04,163.91446732309706,323.2447731350037,45.3562372255996,261.557401354787,184.02562442689003,92.76523923342778,114.64629481350293,129.55883236578958,142.78896761409294,90.4762483727171
2022-06-05,166.8994275015543,330.87998995864683,46.160961418490025,260.3251852117114,179.89661709318952,89.74404575131118,116.14557799335296,130.09686630393003,146.886576730671,91.39880045390098
2022-06-06,167.87039957937805,339.04884006703395,47.94005608881113,259.8568345613553,185.443738501805,88.40612426938546,115.46957079020365,131.77449250608117,141.24133277308982,88.29871112799569
2022-06-07,163.96651852991025,344.1859684313811,47.51844572199033,259.5196755657077,180.14479660877566,91.09126839722347,116.33755056165016,134.25929827488903,138.92013623848572,89.16806280094707
2022-06-08,167.10834906024343,337.3603832825458,47.08962928877713,259.88700537961387,178.83999741730366,94.05111622941487,117.15924819431719,133.25260186077284,139.12690960765386,88.10377604847322
2022-06-09,171.94083086823585,334.7251673258115,46.91686510765196,254.54098436443283,180.35327275266084,96.16934690426449,119.03346916022862,133.97577389874863,140.8079746582657,86.11171820212411
